atari2600,"Demons to Diamonds","Atari, Inc",Atari,Classic,None,1982,http://vgcollect.com/images/front-box-art/9188.jpg
atari2600,"Demons to Diamonds (Sears)","Atari, Inc","Sears, Roebuck and Co.",Classic,None,1982,http://vgcollect.com/images/front-box-art/22768.jpg
atari2600,"Desert Falcon","Atari, Inc",Atari,Classic,None,1987,http://vgcollect.com/images/front-box-art/21924.jpg
atari2600,"Dice Puzzle (End Label Only Label)","Panda Inc.","Panda Inc.",Classic,None,1983,http://vgcollect.com/images/front-box-art/25035.jpg
atari2600,"Dig Dug",Namco,Atari,Arcade,None,1987,http://vgcollect.com/images/front-box-art/12781.jpg
atari2600,Dishaster,Zimag,Zimag,Classic,None,1983,http://vgcollect.com/images/front-box-art/25036.jpg
atari2600,"Dodge 'Em (Picture Label)","Atari, Inc",Atari,Racing,None,1978,http://vgcollect.com/images/front-box-art/11651.jpg
atari2600,"Dodge 'Em (Text Label)","Atari, Inc",Atari,Classic,None,1980,http://vgcollect.com/images/front-box-art/22769.jpg
atari2600,"Dodger Cars (Picture Label)","Atari, Inc","Sears, Roebuck and Co.",Classic,None,1980,http://vgcollect.com/images/front-box-art/34998.jpg
atari2600,"Dodger Cars (Text Label)","Atari, Inc","Sears, Roebuck and Co.",Action,NA,1982,http://vgcollect.com/images/front-box-art/12764.jpg
atari2600,Dolphin,Activision,Activision,Classic,None,1983,http://vgcollect.com/images/front-box-art/15134.jpg
atari2600,"Donald Duck's Speedboat",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27684.jpg
atari2600,"Donkey Kong (Coleco Cartridge)",Nintendo,Coleco,Classic,None,1982,http://vgcollect.com/images/front-box-art/15267.jpg
atari2600,"Donkey Kong (Red Label)","Nintendo/Imaginative Systems Software",Atari,Classic,None,1987,http://vgcollect.com/images/front-box-art/9189.jpg
atari2600,"Donkey Kong Jr. (Coleco Cartridge)",Coleco,Coleco,Classic,None,1982,http://vgcollect.com/images/front-box-art/9190.jpg
atari2600,"Donkey Kong Jr. (Red Label)",Coleco,Atari,Arcade,NA,1988,http://vgcollect.com/images/front-box-art/21925.jpg
atari2600,"Donkey Kong Junior (Atari)",NA,NA,Arcade,NA,1988,http://vgcollect.com/images/front-box-art/67127.jpg
atari2600,"Donkey Kong Junior (Coleco)",NA,NA,Platformer,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Donkey Kong Junior (Coleco)",NA,NA,Platformer,NA,NA,http://vgcollect.com/images/front-box-art/72414.jpg
atari2600,"Double Dragon",Activision,Activision,"Beat 'Em Up",NA,1989,http://vgcollect.com/images/front-box-art/27623.jpg
atari2600,"Double Dunk","Atari, Inc",Atari,Sports,None,1989,http://vgcollect.com/images/front-box-art/16253.jpg
atari2600,"Dragon Treasure (Zellers)",Imagic,Zellers,Arcade,NA,NA,http://vgcollect.com/images/front-box-art/30901.jpg
atari2600,Dragonfire,Imagic,Imagic,Action,None,1982,http://vgcollect.com/images/front-box-art/18307.jpg
atari2600,Dragonstomper,Starpath,Starpath,RPG,None,1982,http://vgcollect.com/images/front-box-art/16616.jpg
atari2600,Dragster,"David Crane",Activision,Racing,None,1980,http://vgcollect.com/images/front-box-art/15707.jpg
atari2600,"Dukes of Hazzard",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27676.jpg
atari2600,Dungeon,NA,NA,RPG,None,2009,http://vgcollect.com/images/front-box-art/61632.jpg
atari2600,"E.T. The Extra Terrestrial","Atari, Inc",Atari,Adventure,None,"December 1982",http://vgcollect.com/images/front-box-art/9209.jpg
atari2600,"E.T. the Extra-Terrestrial",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70088.jpg
atari2600,"Earth Attack (Zellers)","Atari, Inc",Zellers,Arcade,NA,NA,http://vgcollect.com/images/front-box-art/30902.jpg
atari2600,"Earth Dies Screaming, The","Sirius Software","20th Century Fox","Shoot 'Em Up",None,1983,http://vgcollect.com/images/front-box-art/34923.jpg
atari2600,"Edtris 2600","Ed Federmeyer",Hozer,Puzzle,None,1995,http://vgcollect.com/images/front-box-art/34924.jpg
atari2600,"Eggomania (Beveled Case)","Wickstead Design","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/19473.jpg
atari2600,"Eggomania (Standard Case)","Wickstead Design","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/16023.jpg
atari2600,"Elevator Action",NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27679.jpg
atari2600,"Eli's Ladder",NA,Simage,Edutainment,None,NA,http://vgcollect.com/images/front-box-art/34926.jpg
atari2600,"Elk Attack","Atari, Inc",Hozer,Arcade,None,1987,http://vgcollect.com/images/front-box-art/34927.jpg
atari2600,"Encounter at L-5","Data Age","Data Age","Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/15370.jpg
atari2600,Enduro,Activision,Activision,Racing,None,1983,http://vgcollect.com/images/front-box-art/12778.jpg
atari2600,"Enduro (Blue Label)",Activision,Activision,Racing,None,1983,http://vgcollect.com/images/front-box-art/30528.jpg
atari2600,Entity,"20th Century Fox","Digital Press",Platformer,None,2003,http://vgcollect.com/images/front-box-art/34930.jpg
atari2600,Entombed,"Western Technologies","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/17012.jpg
atari2600,"Escape from the Mindmaster",Starpath,Starpath,Classic,None,1982,http://vgcollect.com/images/front-box-art/17870.jpg
atari2600,Espial,NA,tigervision,Arcade,None,NA,http://vgcollect.com/images/front-box-art/34929.jpg
atari2600,"Exocet (End Label Only Label)","Panda Inc.","Panda Inc.","Shoot 'Em Up",None,1983,http://vgcollect.com/images/front-box-art/34928.jpg
atari2600,"Fall Down",NA,NA,Arcade,NA,2005,http://vgcollect.com/images/front-box-art/55197.jpg
atari2600,"Fantastic Voyage","Sirius Software","20th Century Fox","Shoot 'Em Up",NA,1982,http://vgcollect.com/images/front-box-art/16217.jpg
atari2600,"Farmer Dan (Zellers)","U.S. Games",Zellers,NA,NA,NA,http://vgcollect.com/images/front-box-art/30904.jpg
atari2600,"Fast Eddie","Sirius Software","20th Century Fox",Classic,None,1982,http://vgcollect.com/images/front-box-art/18812.jpg
atari2600,"Fast Food (Handle Label)",Telesys,Telesys,Classic,None,1982,http://vgcollect.com/images/front-box-art/35105.jpg
atari2600,"Fast Food (Standard Label)",Telesys,Telesys,Action,None,1982,http://vgcollect.com/images/front-box-art/15359.jpg
atari2600,Fathom,Imagic,Imagic,Classic,None,1983,http://vgcollect.com/images/front-box-art/27514.jpg
atari2600,"Final Approach","Apollo, Inc",Apollo,Simulation,None,1982,http://vgcollect.com/images/front-box-art/19480.jpg
atari2600,"Fire Fighter",Imagic,Imagic,Classic,None,1982,http://vgcollect.com/images/front-box-art/15268.jpg
atari2600,"Fire Fly",mythicon,Mythicon,Classic,None,1983,http://vgcollect.com/images/front-box-art/16411.jpg
atari2600,Fireball,Starpath,Starpath,Action,None,1982,http://vgcollect.com/images/front-box-art/16617.jpg
atari2600,"Fishing Derby","David Crane",Activision,Sports,NA,1980,http://vgcollect.com/images/front-box-art/29929.jpg
atari2600,"Fishing Derby - International Edition","David Crane",Activision,Classic,None,1980,http://vgcollect.com/images/front-box-art/16025.jpg
atari2600,"Flag Capture (Picture Label)","Atari, Inc",Atari,Classic,None,1986,http://vgcollect.com/images/front-box-art/21178.jpg
atari2600,"Flag Capture (Text Label)","Atari, Inc",Atari,Classic,None,1978,http://vgcollect.com/images/front-box-art/32994.jpg
atari2600,"Flash Gordon",NA,"20th Century Fox","Shoot 'Em Up",NA,1983,http://vgcollect.com/images/front-box-art/21898.jpg
atari2600,"Football (Picture Label)","Atari, Inc",Atari,Classic,None,1979,http://vgcollect.com/images/front-box-art/21926.jpg
atari2600,"Football (Sears)",NA,Sears,Sports,NA,1979,http://vgcollect.com/images/front-box-art/16024.jpg
atari2600,"Football (Text Label)","Atari, Inc",Atari,Classic,None,1978,http://vgcollect.com/images/front-box-art/27554.jpg
atari2600,"Football (White Label)",NA,NA,Sports,NA,NA,http://vgcollect.com/images/front-box-art/72412.jpg
atari2600,"Frankenstein's Monster","Data Age","Data Age",Action,None,1983,http://vgcollect.com/images/front-box-art/19005.jpg
atari2600,"Freeway (Blue Text Label)","David Crane",Activision,Classic,None,1981,http://vgcollect.com/images/front-box-art/35121.jpg
atari2600,"Freeway (Picture Label)","David Crane",Activision,Classic,None,1981,http://vgcollect.com/images/front-box-art/15273.jpg
atari2600,"Freeway (Zellers)",Activision,Zellers,NA,NA,NA,http://vgcollect.com/images/front-box-art/30903.jpg
atari2600,"Frog Pond",NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27710.jpg
atari2600,Frogger,"Sega Enterprises Inc.","Parker Brothers",Classic,None,1982,http://vgcollect.com/images/front-box-art/9191.jpg
atari2600,"Frogger II: Threeedeep!","Parker Brothers","Parker Brothers",Classic,None,1984,http://vgcollect.com/images/front-box-art/21900.jpg
atari2600,"Frogger, The Official","Sega Enterprises Ltd.",Starpath,Arcade,NA,1983,http://vgcollect.com/images/front-box-art/16621.jpg
atari2600,"Frogs and Flies",Mattel,"M Network",Arcade,None,1982,http://vgcollect.com/images/front-box-art/15705.jpg
atari2600,"Front Line",Taito,Coleco,Arcade,None,1984,http://vgcollect.com/images/front-box-art/19010.jpg
atari2600,"Frontline (Zellers)","Atari, Inc",Zellers,Classic,NA,NA,http://vgcollect.com/images/front-box-art/27674.jpg
atari2600,Frostbite,Activision,Activision,Classic,None,1983,http://vgcollect.com/images/front-box-art/17011.jpg
atari2600,"Fun With Numbers (Picture Label)","Atari, Inc",Atari,Edutainment,None,1977,http://vgcollect.com/images/front-box-art/29884.jpg
atari2600,"Funky Fish","UA Limited","Atari Age",Arcade,"PEGI - 12 (Europe)",NA,http://vgcollect.com/images/front-box-art/34933.jpg
atari2600,"G.I. Joe: Cobra Strike (Color Label)","Parker Brothers","Parker Brothers",Classic,None,1983,http://vgcollect.com/images/front-box-art/35123.jpg
atari2600,"G.I. Joe: Cobra Strike (Gray Label)","Parker Brothers","Parker Brothers",Classic,None,1983,http://vgcollect.com/images/front-box-art/15345.jpg
atari2600,Galaxian,"Atari, Inc",Atari,"Shoot 'Em Up",None,"December 1983",http://vgcollect.com/images/front-box-art/11652.jpg
atari2600,Galaxian,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,Galaxian,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70090.jpg
atari2600,"Game of Concentration, A (Picture Label)","Atari, Inc",Atari,Classic,None,1986,http://vgcollect.com/images/front-box-art/15132.jpg
atari2600,"Game of Concentration, A (Text Label)","Atari, Inc",Atari,Classic,None,1986,http://vgcollect.com/images/front-box-art/34361.jpg
atari2600,Gamma-Attack,NA,Gammation,"Shoot 'Em Up",None,1983,http://vgcollect.com/images/front-box-art/35614.jpg
atari2600,"Gangster Alley",Spectravision,Spectravision,"Shoot 'Em Up",NA,1982,http://vgcollect.com/images/front-box-art/15351.jpg
atari2600,"Gas Hog","Sirius Software",Spectravision,"Shoot 'Em Up",None,1983,http://vgcollect.com/images/front-box-art/30924.jpg
atari2600,Gauntlet,"Answer Software","Answer Software",Adventure,None,1983,http://vgcollect.com/images/front-box-art/35025.jpg
atari2600,"Ghost Manor",NA,Xonox,Adventure,None,NA,http://vgcollect.com/images/front-box-art/35024.jpg
atari2600,"Ghost Manor / Spike's Peak",NA,Xonox,Other,NA,1983,http://vgcollect.com/images/front-box-art/18847.jpg
atari2600,"Ghostbusters (Blue Label)","David Crane",Activision,Classic,None,1985,http://vgcollect.com/images/front-box-art/19410.jpg
atari2600,"Ghostbusters (Picture Label)","David Crane",Activision,Classic,None,1985,http://vgcollect.com/images/front-box-art/19411.jpg
atari2600,"Ghostbusters II",Activision,Salu,Action,None,NA,http://vgcollect.com/images/front-box-art/35023.jpg
atari2600,"Glacier Patrol","Sunrise Software",Telegames,Action,NA,NA,http://vgcollect.com/images/front-box-art/35022.jpg
atari2600,Glib,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27632.jpg
atari2600,Golf,NA,Atari,Sports,NA,1980,http://vgcollect.com/images/front-box-art/16026.jpg
atari2600,Golf,"Atari, Inc","Atari for Sears",Sports,None,NA,http://vgcollect.com/images/front-box-art/35021.jpg
atari2600,"Golf (text label)","Atari, Inc",Atari,Sports,None,NA,http://vgcollect.com/images/front-box-art/24469.jpg
atari2600,"Gopher (Beveled Case)","Wickstead Design","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/19474.jpg
atari2600,"Gopher (Standard Case)","US Games","US Games",Action,None,1982,http://vgcollect.com/images/front-box-art/15716.jpg
atari2600,GORF,NA,"CBS Video Games",Arcade,NA,1982,http://vgcollect.com/images/front-box-art/15376.jpg
atari2600,"Grand Prix",Activision,Activision,Classic,None,1982,http://vgcollect.com/images/front-box-art/15274.jpg
atari2600,Gravitar,NA,Atari,Arcade,NA,1988,http://vgcollect.com/images/front-box-art/15348.jpg
atari2600,"Gravitar (Red Box)","Atari, Inc","Atari, Inc.","Shoot 'Em Up",NA,1988,http://vgcollect.com/images/front-box-art/43425.jpg
atari2600,"Great Escape",NA,Bomb,NA,None,NA,http://vgcollect.com/images/front-box-art/35020.jpg
atari2600,Gremlins,"Atari, Inc",Atari,Classic,None,1984,http://vgcollect.com/images/front-box-art/16427.jpg
atari2600,Guardian,NA,Apollo,"Shoot 'Em Up",None,NA,http://vgcollect.com/images/front-box-art/35019.jpg
atari2600,"Gunslinger (Text Label)",NA,Sears,NA,NA,NA,http://vgcollect.com/images/front-box-art/12712.jpg
atari2600,Gyruss,NA,"Parker Brothers",Arcade,None,1984,http://vgcollect.com/images/front-box-art/19280.jpg
atari2600,H.E.R.O.,Activision,NA,NA,NA,1984,http://vgcollect.com/images/front-box-art/19004.jpg
atari2600,Halloween,VSS,"Wizard Video Games","Survival Horror",None,1983,http://vgcollect.com/images/front-box-art/19371.jpg
atari2600,"Halo 2600",NA,"Ed Fries",Action,None,2010,http://vgcollect.com/images/front-box-art/35865.jpg
atari2600,"Halo 2600","Ed Fries",AtariAge,Action,NA,2010,http://vgcollect.com/images/front-box-art/21179.jpg
atari2600,"Halo 2600 - 2013 Edition","Ed Fries",AtariAge,Other,None,2013,http://vgcollect.com/images/front-box-art/39820.jpg
atari2600,"Hangman (Black Picture Label)",NA,NA,Edutainment,None,NA,http://vgcollect.com/images/front-box-art/18702.jpg
atari2600,"Hangman (Sears Text Label)","Atari, Inc",Sears,Edutainment,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Hangman (Silver Picture Label)",Atari,Atari,Edutainment,None,1986,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Hangman (Text Label)",NA,Atari,Edutainment,None,1978,http://vgcollect.com/images/front-box-art/18237.jpg
atari2600,"Harbor Escape (Wraparound Label)","Panda Inc.","Panda Inc.",Classic,None,1983,http://vgcollect.com/images/front-box-art/28272.jpg
atari2600,Harmony,"Fred Quimby",NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Haunted House","Atari, Inc",Atari,Adventure,None,1981,http://vgcollect.com/images/front-box-art/11660.jpg
atari2600,"Haunted House (Sears)","Atari, Inc",Sears,Adventure,NA,1982,http://vgcollect.com/images/front-box-art/21915.jpg
atari2600,"Holey Moley",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27682.jpg
atari2600,"Home Run","Atari, Inc","Atari Inc",Sports,NA,1979,http://vgcollect.com/images/front-box-art/16375.jpg
atari2600,"Home Run (grayscale box)",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/47549.jpg
atari2600,"Home Run (Text label)",NA,NA,Sports,NA,1978,http://vgcollect.com/images/front-box-art/22770.jpg
atari2600,"House on Haunted Hill",NA,NA,Classic,None,NA,http://vgcollect.com/images/front-box-art/36019.jpg
atari2600,"Human Cannonball",NA,Atari,Classic,NA,1981,http://vgcollect.com/images/front-box-art/17004.jpg
atari2600,"Human Cannonball (text label)",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Hunt & Score",NA,Atari,Puzzle,NA,1978,http://vgcollect.com/images/front-box-art/30531.jpg
atari2600,"I Want My Mommy",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27641.jpg
atari2600,"Ice Hockey",NA,Activision,Sports,NA,1981,http://vgcollect.com/images/front-box-art/12768.jpg
atari2600,"Ikari Warriors",NA,Atari,NA,NA,NA,http://vgcollect.com/images/front-box-art/27719.jpg
atari2600,"Immies & Aggies",NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27711.jpg
atari2600,"Inca Gold",NA,NA,Action,NA,NA,http://vgcollect.com/images/front-box-art/52533.jpg
atari2600,Incoming!,"Ben Larson",AtariAge,NA,NA,2008,http://vgcollect.com/images/front-box-art/21798.jpg
atari2600,"Indy 500",NA,Atari,Racing,NA,1981,http://vgcollect.com/images/front-box-art/12776.jpg
atari2600,"Indy 500 (Text Label)","Atari, Inc",Atari,Classic,None,1978,http://vgcollect.com/images/front-box-art/22771.jpg
atari2600,"Infiltrate (Blue Label)","Apollo, Inc",Apollo,Classic,None,1982,http://vgcollect.com/images/front-box-art/9192.jpg
atari2600,"Infiltrate (Standard Label)","Apollo, Inc",Apollo,Classic,None,1982,http://vgcollect.com/images/front-box-art/19483.jpg
atari2600,"International Soccer",Mattel,"M Network",Sports,NA,1982,http://vgcollect.com/images/front-box-art/19014.jpg
atari2600,"James Bond 007","On-Time Software","Parker Brothers",Action,None,NA,http://vgcollect.com/images/front-box-art/35072.jpg
atari2600,Jammed,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27689.jpg
atari2600,Jawbreaker,Tigervision,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27662.jpg
atari2600,"Journey Escape","Data Age","Data Age",Classic,None,1982,http://vgcollect.com/images/front-box-art/9193.jpg
atari2600,Joust,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70092.jpg
atari2600,Joust,NA,Atari,Arcade,None,1983,http://vgcollect.com/images/front-box-art/15350.jpg
atari2600,"Jr. Pac-Man","Atari, Inc",Atari,Classic,None,1987,http://vgcollect.com/images/front-box-art/9194.jpg
atari2600,"Jungle Fever / Knight on the Town",NA,Playaround,Action,NA,NA,http://vgcollect.com/images/front-box-art/35090.jpg
atari2600,"Jungle Hunt","Atari, Inc",Atari,Arcade,None,1983,http://vgcollect.com/images/front-box-art/11648.jpg
atari2600,"Juno First",NA,NA,"Shoot 'Em Up",None,NA,http://vgcollect.com/images/front-box-art/52105.jpg
atari2600,"Kaboom! (Blue Text Label)",Activision,Activision,Classic,None,NA,http://vgcollect.com/images/front-box-art/10668.jpg
atari2600,"Kaboom! (Picture Label)",Activision,Activision,Classic,None,1981,http://vgcollect.com/images/front-box-art/10667.jpg
atari2600,Kangaroo,"Atari, Inc",Atari,Classic,None,1983,http://vgcollect.com/images/front-box-art/9195.jpg
atari2600,Karate,NA,Ultravision,Sports,None,NA,http://vgcollect.com/images/front-box-art/35073.jpg
atari2600,Karate,Ultravision,"Froggo Games",Fighting,None,1982,http://vgcollect.com/images/front-box-art/21264.jpg
atari2600,"KC Monster Maze!",NA,NA,Arcade,None,"February 28 2014",http://vgcollect.com/images/front-box-art/61356.jpg
atari2600,"Keystone Kapers",Activision,Activision,Platformer,None,1983,http://vgcollect.com/images/front-box-art/11658.jpg
atari2600,"Killer Satellites",NA,Starpath,"Shoot 'Em Up",NA,1982,http://vgcollect.com/images/front-box-art/16619.jpg
atari2600,"King Kong","Software Electronics",tigervision,Action,None,1982,http://vgcollect.com/images/front-box-art/27663.jpg
atari2600,Klax,Axlon,Atari,Puzzle,None,NA,http://vgcollect.com/images/front-box-art/35087.jpg
atari2600,"Kool-Aid Man",NA,"M Network",Action,NA,1983,http://vgcollect.com/images/front-box-art/17034.jpg
atari2600,Krull,"Atari, Inc",Atari,Arcade,NA,"September 1983",http://vgcollect.com/images/front-box-art/9216.jpg
atari2600,"Kung Fu Superkicks",Xonox,Telegames,Fighting,None,NA,http://vgcollect.com/images/front-box-art/35131.jpg
atari2600,"Kung-Fu Master",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/15133.jpg
atari2600,"Lady Bug",NA,NA,Arcade,None,2006,http://vgcollect.com/images/front-box-art/35132.jpg
atari2600,"Laser Blast",Activision,Activision,"Shoot 'Em Up",None,"March 1981",http://vgcollect.com/images/front-box-art/11656.jpg
atari2600,"Laser Gates",NA,Imagic,"Shoot 'Em Up",NA,1983,http://vgcollect.com/images/front-box-art/21903.jpg
atari2600,"Laser Volley (Zellers)",Imagic,Zellers,Arcade,NA,NA,http://vgcollect.com/images/front-box-art/30907.jpg
atari2600,"Laserman '88",NA,AtariAge,NA,NA,NA,http://vgcollect.com/images/front-box-art/28595.jpg
atari2600,"Laserman 2K3",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/28591.jpg
atari2600,"Lilly Adventure",NA,Quelle,NA,NA,NA,http://vgcollect.com/images/front-box-art/27675.jpg
atari2600,Lochjaw,NA,Apollo,Action,None,NA,http://vgcollect.com/images/front-box-art/35130.jpg
atari2600,"Lock 'N' Chase","Data East",Telegames,NA,NA,NA,http://vgcollect.com/images/front-box-art/43424.jpg
atari2600,Lock'N'Chase,NA,"M Network",Arcade,None,1982,http://vgcollect.com/images/front-box-art/18238.jpg
atari2600,"London Blitz","Avalon Hill",NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27660.jpg
atari2600,Looping,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27686.jpg
atari2600,"Lord of the Rings: Fellowship of the Ring",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27705.jpg
atari2600,"Lost Luggage","Apollo, Inc",Apollo,Classic,None,1981,http://vgcollect.com/images/front-box-art/18239.jpg
atari2600,"Lost Luggage (Blue Label)","Apollo, Inc",Apollo,Classic,None,1982,http://vgcollect.com/images/front-box-art/19479.jpg
atari2600,"M.A.D. (Beveled Case)","U.S. Games","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/19475.jpg
atari2600,"M.A.D. (Standard Case)","U.S. Games","U.S. Games",Classic,None,1982,http://vgcollect.com/images/front-box-art/18469.jpg
atari2600,M.M.S.B.C.,NA,NA,"Shoot 'Em Up",None,NA,http://vgcollect.com/images/front-box-art/41133.jpg
atari2600,"M.M.S.B.C. II",NA,Bitbop,"Shoot 'Em Up",None,NA,http://vgcollect.com/images/front-box-art/41134.jpg
atari2600,M*A*S*H,NA,"20th Century Fox",Action,NA,1983,http://vgcollect.com/images/front-box-art/12780.jpg
atari2600,"MagiCard (PCB Version)",NA,NA,Other,None,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"MagiCard (White Label)",NA,CommaVid,Other,None,NA,http://vgcollect.com/images/front-box-art/35649.jpg
atari2600,Malagai,NA,"Answer Software",Action,None,NA,http://vgcollect.com/images/front-box-art/35647.jpg
atari2600,Mangia,NA,Spectravision,Action,None,NA,http://vgcollect.com/images/front-box-art/35646.jpg
atari2600,Marauder,"Sierra On-Line",tigervision,Action,None,NA,http://vgcollect.com/images/front-box-art/35617.jpg
atari2600,"Marble Craze",NA,XYPE,Puzzle,None,2002,http://vgcollect.com/images/front-box-art/35618.jpg
atari2600,"Marine Wars",NA,Konami,NA,None,NA,http://vgcollect.com/images/front-box-art/30236.jpg
atari2600,"Mario Bros",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70093.jpg
atari2600,"Mario Bros.",NA,NA,Classic,None,NA,http://vgcollect.com/images/front-box-art/9196.jpg
atari2600,Mash,NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/70094.jpg
atari2600,"Master Builder","Spectravideo International Ltd.","Spectravideo International Ltd.",Puzzle,NA,1983,http://vgcollect.com/images/front-box-art/21676.jpg
atari2600,"Masters of the Universe: The Power of He-Man",NA,"M Network",Action,NA,1983,http://vgcollect.com/images/front-box-art/21905.jpg
atari2600,"Math (Sears Text Label)","Atari, Inc",Sears,Edutainment,NA,NA,http://vgcollect.com/images/front-box-art/19595.jpg
atari2600,"Math Gran Prix (Atari Picture Label)","Atari, Inc",Atari,Edutainment,None,1982,http://vgcollect.com/images/front-box-art/12785.jpg
atari2600,"Math Gran Prix (Sears Picture Label)","Atari, Inc","Sears, Roebuck and Co.",Classic,None,NA,http://vgcollect.com/images/front-box-art/13504.jpg
atari2600,Maze,NA,Sears,NA,NA,NA,http://vgcollect.com/images/front-box-art/15577.jpg
atari2600,"Maze Craze (Picture Label)","Atari, Inc",Atari,Action,None,1981,http://vgcollect.com/images/front-box-art/12772.jpg
atari2600,"Maze Craze (Text Label)","Atari, Inc",Atari,Classic,None,NA,http://vgcollect.com/images/front-box-art/13505.jpg
atari2600,"Maze Mania","Atari, Inc",Sears,Action,NA,1980,http://vgcollect.com/images/front-box-art/21917.jpg
atari2600,"Mean Santa",NA,"2600 connection",Action,None,2009,http://vgcollect.com/images/front-box-art/35644.jpg
atari2600,"Mega Force","Fox Video Games","Fox Video Games Inc.",Platformer,None,1982,http://vgcollect.com/images/front-box-art/20557.jpg
atari2600,Megamania,Activision,Activision,"Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/11659.jpg
atari2600,Meltdown,"20th Century Fox",NA,NA,None,2004,http://vgcollect.com/images/front-box-art/35901.jpg
atari2600,"Memory Match","Atari, Inc",Sears,Puzzle,None,NA,http://vgcollect.com/images/front-box-art/36026.jpg
atari2600,"Merlin's Walls",NA,Ebivision,Puzzle,None,1999,http://vgcollect.com/images/front-box-art/35619.jpg
atari2600,"Midnight Magic",NA,"Atari Corporation",NA,None,1986,http://vgcollect.com/images/front-box-art/15362.jpg
atari2600,Millipede,NA,Atari,Arcade,NA,1984,http://vgcollect.com/images/front-box-art/12767.jpg
atari2600,"Mindlock / Bionic Breakthrough",NA,Hozer,NA,NA,NA,http://vgcollect.com/images/front-box-art/27712.jpg
atari2600,"Miner 2049er",NA,tigervision,Platformer,NA,1983,http://vgcollect.com/images/front-box-art/18854.jpg
atari2600,"Miner 2049er Vol. II",NA,tigervision,Action,"ESRB - E (US / Canada)",1984,http://vgcollect.com/images/front-box-art/20375.jpg
atari2600,"Mines of Minos",NA,"CommaVid Inc.",Action,NA,1982,http://vgcollect.com/images/front-box-art/21911.jpg
atari2600,"Miniature Golf","Atari, Inc",Atari,Classic,None,NA,http://vgcollect.com/images/front-box-art/9198.jpg
atari2600,"Missile Command","Atari, Inc",Sears,Arcade,None,NA,http://vgcollect.com/images/front-box-art/35642.jpg
atari2600,"Missile Command (34 Tele-Games Label)","Atari, Inc","Sears, Roebuck and Co.",Action,NA,1981,http://vgcollect.com/images/front-box-art/no_art.jpg
atari2600,"Missile Command (Picture Label)","Atari, Inc",Atari,Classic,None,1981,http://vgcollect.com/images/front-box-art/9197.jpg
atari2600,"Mogul Maniac",Amiga,Amiga,Classic,None,1983,http://vgcollect.com/images/front-box-art/19476.jpg
atari2600,"Montezuma's Revenge","Wickstead Design","Parker Brothers",Adventure,None,1984,http://vgcollect.com/images/front-box-art/17312.jpg
atari2600,"Moon Patrol",NA,Atari,Arcade,NA,1983,http://vgcollect.com/images/front-box-art/12762.jpg
atari2600,Moonsweeper,Imagic,Imagic,Action,None,1983,http://vgcollect.com/images/front-box-art/17178.jpg
atari2600,"Moonsweeper (Blue Label)",Imagic,Imagic,NA,NA,NA,http://vgcollect.com/images/front-box-art/38137.jpg
atari2600,"Motocross Racer",NA,Xonox,Racing,None,NA,http://vgcollect.com/images/front-box-art/35643.jpg
